Work Item Id,Parent Work Item Id,TeamId,Created Date,Closed Date,State
140,,,2018-07-30 16:18:51,2018-09-13 16:59:09,Closed
141,,,2018-07-30 16:19:12,2018-09-13 16:59:06,Closed
142,,,2018-07-30 16:20:58,2018-08-01 01:04:42,Closed
143,,,2018-07-30 16:21:17,2018-08-01 00:50:59,Closed
144,,,2018-07-30 16:22:09,2018-09-05 16:32:33,Closed
145,,,2018-07-30 16:24:27,2018-09-13 17:09:21,Closed
146,,,2018-07-30 16:25:27,2018-09-13 17:09:32,Closed
147,,,2018-07-30 16:26:20,2018-09-13 17:09:19,Closed
148,,,2018-07-30 16:30:42,2018-08-22 21:04:17,Closed
149,44,,2018-07-30 16:31:22,2018-09-13 17:48:29,Closed
150,44,,2018-07-30 16:31:41,2018-09-13 17:48:28,Closed
151,44,,2018-07-30 16:32:14,2018-09-13 17:48:33,Closed
152,44,,2018-07-30 16:32:40,2018-09-13 17:48:31,Closed
153,,,2018-07-30 16:33:23,2018-09-05 16:49:42,Closed
154,,,2018-07-30 16:33:54,2018-09-13 17:11:46,Closed
155,,,2018-07-30 16:34:08,2018-09-13 17:11:26,Closed
156,51,,2018-07-30 16:35:21,2018-07-30 18:49:55,Closed
157,51,,2018-07-30 16:35:42,2018-07-30 18:49:58,Closed
158,51,,2018-07-30 16:35:52,2018-07-30 18:50:00,Closed
159,,,2018-07-30 16:36:47,2018-09-13 17:12:03,Closed
160,,,2018-07-30 16:37:03,2018-09-13 17:12:05,Closed
161,,,2018-07-30 16:37:15,2018-09-13 17:12:00,Closed
162,,,2018-07-30 16:37:32,2018-09-13 17:11:54,Closed
163,,,2018-07-30 16:37:44,2018-09-13 17:11:58,Closed
164,,,2018-07-30 16:38:03,2018-09-13 17:11:57,Closed
165,,,2018-07-30 16:42:07,2018-09-05 16:48:50,Closed
168,,,2018-07-30 16:48:20,2018-09-13 17:50:54,Closed
169,168,,2018-07-30 16:48:48,2018-09-13 17:12:58,Closed
171,,,2018-07-30 16:50:00,2019-01-14 17:22:59,Closed
173,,,2018-07-30 17:49:51,,New
174,,,2018-07-30 17:50:37,,New
175,7,,2018-07-30 17:56:35,2018-10-29 18:54:20,Closed
176,,,2018-07-30 18:14:55,2018-09-05 16:48:52,Closed
177,,,2018-07-30 18:22:54,2018-10-08 21:20:53,Closed
178,,,2018-07-30 18:27:16,2018-08-24 01:04:51,Closed
179,,,2018-07-30 18:27:46,2018-09-07 17:21:50,Closed
180,,,2018-07-30 18:32:27,2018-08-02 23:29:01,Closed
181,,,2018-07-30 18:37:58,2018-09-13 17:07:36,Closed
182,,,2018-07-30 18:38:21,2018-09-13 17:07:59,Closed
183,,,2018-07-30 18:42:53,2018-07-30 21:50:49,Closed
184,,,2018-07-30 18:58:34,2018-08-01 00:51:17,Closed
186,,,2018-07-30 19:03:48,2018-08-21 22:11:28,Closed
190,,,2018-07-30 19:08:44,2018-08-24 01:03:23,Closed
191,,,2018-07-30 19:09:46,2018-09-13 16:56:31,Closed
193,,,2018-07-30 19:11:41,2018-07-31 17:23:38,Closed
194,,,2018-07-30 19:13:13,2018-07-31 00:03:52,Closed
197,194,,2018-07-30 19:18:06,2018-07-31 00:03:20,Closed
198,194,,2018-07-30 19:18:32,2018-07-31 00:03:37,Closed
200,,,2018-07-30 21:13:13,2018-08-29 20:22:24,Closed
201,,,2018-07-30 21:13:29,2018-08-28 19:50:32,Closed
202,,,2018-07-30 21:14:20,2018-08-29 20:21:55,Closed
203,,,2018-07-30 21:14:31,2018-08-28 19:50:44,Closed
204,,,2018-07-30 21:14:58,2018-08-29 20:22:00,Closed
205,,,2018-07-30 21:15:09,2018-08-28 19:50:48,Closed
206,,,2018-07-30 21:15:45,2018-08-29 20:22:03,Closed
207,,,2018-07-30 21:15:55,2018-08-28 19:50:51,Closed
208,,,2018-07-30 21:16:33,2018-08-29 20:22:22,Closed
209,,,2018-07-30 21:16:42,2018-08-28 19:50:53,Closed
210,,,2018-07-30 21:17:11,2018-08-29 20:22:15,Closed
211,,,2018-07-30 21:17:23,2018-08-28 19:50:55,Closed
212,,,2018-07-30 21:18:05,2018-08-29 20:22:08,Closed
213,,,2018-07-30 21:18:14,2018-08-28 19:50:57,Closed
214,,,2018-07-30 21:19:35,2018-08-28 19:55:53,Closed
215,,,2018-07-30 21:19:45,2018-08-29 20:21:06,Closed
216,,,2018-07-30 21:20:04,2018-08-29 20:21:13,Closed
217,,,2018-07-30 21:21:17,2018-09-13 16:57:32,Closed
218,,,2018-07-30 21:21:26,2018-09-13 16:57:35,Closed
219,,,2018-07-30 21:21:39,2018-08-28 19:51:31,Closed
220,,,2018-07-30 21:22:20,2018-09-13 16:57:48,Closed
221,,,2018-07-30 21:22:30,2018-09-13 16:57:52,Closed
222,,,2018-07-30 21:22:46,2018-08-28 19:51:37,Closed
223,,,2018-07-30 21:23:09,2018-09-13 16:58:14,Closed
224,,,2018-07-30 21:23:13,2018-09-13 16:58:09,Closed
225,,,2018-07-30 21:23:35,2018-08-21 22:24:47,Closed
226,,,2018-07-30 21:23:46,2018-08-21 22:24:52,Closed
227,,,2018-07-30 21:24:17,2018-09-13 16:58:54,Closed
228,,,2018-07-30 21:24:24,2018-08-28 19:52:02,Closed
229,,,2018-07-30 21:24:52,2018-09-13 17:07:54,Closed
230,,,2018-07-30 21:24:57,2018-09-13 17:07:56,Closed
231,,,2018-07-30 21:25:30,2018-09-13 17:09:24,Closed
232,,,2018-07-30 21:25:33,2018-09-13 17:09:29,Closed
234,,,2018-07-30 21:32:37,2018-08-21 16:37:04,Closed
235,,,2018-07-30 21:32:47,2018-07-31 19:03:11,Closed
236,,,2018-07-30 21:32:57,2018-08-13 18:30:08,Closed
237,,,2018-07-30 21:33:05,2018-07-31 00:44:07,Closed
238,,,2018-07-30 21:33:15,2018-07-31 18:58:18,Closed
239,,,2018-07-30 21:33:23,2018-07-31 00:44:09,Closed
264,,,2018-07-31 17:27:47,2018-08-29 20:22:10,Closed
265,,,2018-07-31 17:27:50,2018-08-28 19:50:59,Closed
266,,,2018-08-08 20:13:06,2018-08-10 18:30:09,Closed
267,,,2018-08-08 20:31:15,2018-08-10 18:36:34,Closed
268,,,2018-08-08 20:44:28,,New
269,,,2018-08-08 20:58:29,2018-08-13 20:09:46,Closed
270,,,2018-08-08 21:29:06,,New
271,,,2018-08-08 22:07:52,2018-08-10 18:51:46,Closed
272,,,2018-08-08 22:14:42,2018-08-10 18:56:09,Closed
273,,,2018-08-08 22:19:02,2018-08-10 23:58:43,Closed
274,,,2018-08-08 22:58:04,2018-08-13 20:10:48,Closed
275,,,2018-08-08 23:58:22,2018-08-14 00:27:35,Closed
276,,,2018-08-09 00:02:39,2018-08-13 21:19:48,Closed
277,,,2018-08-09 17:22:45,2018-08-14 00:29:19,Closed
278,,,2018-08-09 18:05:05,2018-08-09 19:49:54,Closed
279,,,2018-08-09 18:37:09,2018-08-13 22:51:28,Closed
280,,,2018-08-09 18:40:16,2018-08-13 22:53:32,Closed
281,,,2018-08-09 18:45:21,2018-08-14 18:53:45,Closed
282,,,2018-08-09 20:37:48,2018-08-10 18:23:05,Closed
283,,,2018-08-09 22:49:40,2018-08-14 18:55:03,Closed
284,,,2018-08-10 00:46:03,2018-08-22 19:31:23,Closed
285,,,2018-08-10 00:53:12,2018-08-22 01:10:10,Closed
286,,,2018-08-10 01:07:26,,New
290,,,2018-08-10 19:17:23,2018-08-24 17:16:13,Closed
291,,,2018-08-10 19:21:30,2018-08-14 21:46:26,Closed
292,,,2018-08-10 23:16:35,2022-04-13 20:01:46,Closed
293,,,2018-08-10 23:33:31,2018-08-15 01:21:38,Closed
294,,,2018-08-13 17:03:01,2018-08-22 17:22:45,Closed
295,,,2018-08-13 17:11:33,2018-08-15 01:25:35,Closed
296,,,2018-08-13 19:44:18,2018-08-22 04:21:37,Closed
302,,,2018-08-13 20:57:15,2018-08-15 19:33:59,Closed
303,,,2018-08-13 23:05:58,2018-08-22 17:57:28,Closed
304,,,2018-08-13 23:13:29,2018-08-22 01:31:55,Closed
305,,,2018-08-13 23:22:11,2018-08-25 01:48:56,Closed
306,,,2018-08-13 23:27:31,2018-08-22 16:50:54,Closed
307,,,2018-08-14 00:06:04,2018-10-06 01:04:57,Closed
310,,,2018-08-14 16:34:31,2018-08-24 17:15:23,Closed
311,,,2018-08-14 16:41:31,2018-08-22 19:18:26,Closed
312,,,2018-08-14 18:43:19,2018-08-22 17:19:15,Closed
313,,,2018-08-14 20:18:31,2018-08-22 20:03:33,Closed
314,,,2018-08-14 20:24:53,2018-08-22 19:35:09,Closed
320,,,2018-08-15 01:00:27,2018-08-22 20:20:39,Closed
321,,,2018-08-15 01:05:00,2018-08-22 20:32:52,Closed
324,,,2018-08-15 23:40:08,2018-09-19 17:18:17,Closed
325,,,2018-08-15 23:40:45,2018-09-22 03:18:15,Closed
326,,,2018-08-15 23:41:15,2018-11-09 03:14:05,Closed
329,,,2018-08-16 00:25:53,,New
330,,,2018-08-16 00:26:16,2021-06-11 15:47:43,Closed
331,,,2018-08-16 00:26:30,2021-06-11 15:47:43,Closed
332,,,2018-08-16 18:56:47,2018-08-22 20:14:50,Closed
333,,,2018-08-16 19:02:05,2018-08-22 20:36:12,Closed
334,,,2018-08-16 21:35:17,2018-08-24 17:15:57,Closed
337,,,2018-08-16 21:51:59,2018-08-22 02:20:01,Closed
339,,,2018-08-16 22:10:06,2018-09-19 22:03:16,Closed
379,,,2018-08-17 18:53:39,,Resolved
389,,,2018-08-20 16:44:01,2018-08-22 20:27:58,Closed
399,,,2018-08-21 16:40:18,2018-10-02 19:49:57,Closed
400,,,2018-08-21 16:40:27,2018-10-02 19:49:54,Closed
402,,,2018-08-21 16:41:53,2018-09-11 21:28:51,Closed
403,,,2018-08-21 16:44:41,2018-10-01 19:09:01,Closed
404,,,2018-08-21 16:45:00,2018-08-23 16:21:03,Closed
406,,,2018-08-21 16:47:02,2018-09-06 18:03:26,Closed
429,,,2018-08-21 22:32:07,2018-09-13 16:56:14,Closed
430,,,2018-08-21 22:32:38,2018-09-07 17:22:54,Closed
431,,,2018-08-21 22:32:50,2018-09-13 16:56:10,Closed
432,,,2018-08-21 22:33:05,2018-09-13 16:55:56,Closed
434,,,2018-08-21 22:33:56,2018-09-13 16:55:47,Closed
435,,,2018-08-21 22:34:10,2018-09-13 16:56:16,Closed
436,,,2018-08-21 22:34:29,2018-09-13 16:55:54,Closed
437,,,2018-08-21 22:34:57,2018-09-13 16:56:19,Closed
438,,,2018-08-21 22:40:19,2018-08-28 19:57:30,Closed
439,,,2018-08-21 22:42:04,2018-09-13 19:29:10,Closed
441,,,2018-08-21 23:00:00,2018-08-27 20:54:18,Closed
447,,,2018-08-21 23:53:44,2018-08-22 20:57:55,Closed
452,,,2018-08-22 02:34:34,,Resolved
469,,,2018-08-22 23:27:27,2018-08-23 18:37:30,Closed
470,,,2018-08-22 23:38:54,,Resolved
525,,,2018-09-04 21:13:59,2018-09-13 16:51:32,Closed
526,,,2018-09-04 21:21:20,2018-09-13 16:54:08,Closed
529,,,2018-09-04 22:14:28,2018-09-06 16:34:24,Closed
530,,,2018-09-04 22:20:43,2018-09-06 17:02:53,Closed
532,,,2018-09-04 22:37:26,2018-09-13 16:54:21,Closed
533,,,2018-09-04 22:54:04,2018-09-13 16:54:29,Closed
536,,,2018-09-05 00:45:10,2018-09-13 16:54:42,Closed
539,,,2018-09-05 17:16:03,2018-09-05 23:09:36,Closed
566,,,2018-09-05 22:50:54,2018-09-13 16:54:58,Closed
583,,,2018-09-06 22:44:46,2018-09-13 16:55:10,Closed
584,,,2018-09-06 22:52:28,2018-09-13 16:55:18,Closed
585,,,2018-09-06 22:53:36,2018-09-13 16:55:30,Closed
653,,,2018-09-13 17:32:57,2018-10-05 02:05:48,Closed
655,,,2018-09-13 17:50:34,2018-10-29 22:02:05,Closed
661,,,2018-09-13 19:28:52,2018-09-19 23:03:35,Closed
662,,,2018-09-13 19:30:20,2018-10-01 19:24:18,Closed
663,,,2018-09-13 19:31:55,2018-09-15 04:04:43,Closed
664,,,2018-09-13 19:32:10,2018-09-20 18:33:55,Closed
667,,,2018-09-13 23:35:01,2018-09-18 17:30:07,Closed
669,,,2018-09-13 23:36:47,2018-09-18 18:22:40,Closed
670,,,2018-09-13 23:37:13,2018-09-18 18:22:53,Closed
671,,,2018-09-13 23:37:37,2018-09-18 18:23:06,Closed
673,,,2018-09-13 23:40:24,2018-10-29 22:02:40,Closed
674,,,2018-09-13 23:42:49,2018-10-01 19:07:14,Closed
675,,,2018-09-13 23:43:26,2018-10-29 20:23:56,Closed
676,,,2018-09-13 23:44:58,2019-01-14 19:14:05,Closed
678,,,2018-09-13 23:46:43,2018-10-06 01:32:54,Closed
679,,,2018-09-13 23:47:11,2018-10-08 20:52:07,Closed
681,,,2018-09-13 23:47:34,2018-10-06 01:04:19,Closed
682,,,2018-09-13 23:47:49,2018-10-06 01:04:18,Closed
683,,,2018-09-13 23:47:59,2018-10-06 01:04:16,Closed
684,,,2018-09-13 23:48:21,2018-10-08 20:52:05,Closed
686,,,2018-09-13 23:50:16,2018-10-08 21:18:22,Closed
687,,,2018-09-13 23:50:44,2018-10-01 17:00:17,Closed
689,,,2018-09-13 23:52:08,2018-09-17 19:53:43,Closed
690,,,2018-09-13 23:55:10,2019-01-02 17:48:02,Closed
691,,,2018-09-13 23:56:01,2018-10-29 23:17:18,Closed
692,,,2018-09-13 23:57:18,2018-09-15 00:47:00,Closed
694,,,2018-09-14 00:00:35,2018-10-06 01:33:08,Closed
695,,,2018-09-14 00:00:59,2018-10-01 19:08:21,Closed
696,,,2018-09-14 00:01:12,2018-10-01 19:19:51,Closed
697,,,2018-09-14 00:01:29,2018-10-01 19:19:41,Closed
699,,,2018-09-14 00:08:18,2018-10-03 22:02:44,Closed
701,,,2018-09-14 00:11:20,2018-10-03 22:02:54,Closed
702,,,2018-09-14 00:13:32,2018-09-21 20:03:32,Closed
704,,,2018-09-14 00:15:53,2018-09-14 22:08:11,Closed
705,,,2018-09-14 00:17:20,2018-09-14 22:34:48,Closed
706,,,2018-09-14 00:18:22,,Removed
707,,,2018-09-14 00:20:39,2018-09-14 21:21:13,Closed
708,,,2018-09-14 00:22:10,2018-09-14 21:59:19,Closed
709,,,2018-09-14 00:22:50,2018-09-17 19:09:12,Closed
711,,,2018-09-14 00:25:04,2018-09-14 22:15:46,Closed
712,,,2018-09-14 00:27:29,2018-09-14 22:44:44,Closed
713,,,2018-09-14 00:28:13,2018-09-17 21:40:45,Closed
714,,,2018-09-14 00:28:56,2018-09-19 00:09:15,Closed
715,,,2018-09-14 00:33:08,2018-09-18 00:25:06,Closed
716,,,2018-09-14 00:34:48,2018-09-17 22:06:50,Closed
717,,,2018-09-14 00:35:18,2018-09-20 22:00:17,Closed
718,,,2018-09-14 00:36:20,2018-09-20 01:32:59,Closed
719,,,2018-09-14 00:37:20,2018-09-20 22:00:04,Closed
721,,,2018-09-14 00:41:42,2018-09-20 19:27:26,Closed
722,,,2018-09-14 00:44:00,2018-09-14 16:35:42,Closed
723,,,2018-09-14 00:45:22,2018-09-14 21:54:46,Closed
724,,,2018-09-14 00:46:52,2018-09-19 16:09:01,Closed
725,,,2018-09-14 00:48:50,2018-09-18 01:30:29,Closed
726,,,2018-09-14 00:49:32,2018-09-21 20:03:51,Closed
727,,,2018-09-14 00:51:07,2018-09-14 17:09:40,Closed
729,,,2018-09-14 01:02:43,2018-09-19 17:18:51,Closed
730,,,2018-09-14 01:03:55,2018-10-06 01:04:20,Closed
732,,,2018-09-14 01:05:14,2018-10-05 01:19:25,Closed
734,,,2018-09-14 01:06:19,2018-11-27 17:37:59,Closed
737,,,2018-09-14 01:08:23,2018-09-21 20:03:43,Closed
751,,,2018-09-15 00:46:08,2018-10-02 16:45:23,Closed
752,,,2018-09-15 00:46:21,2018-10-26 21:32:24,Closed
753,,,2018-09-15 00:46:49,2018-10-26 21:32:21,Closed
754,,,2018-09-15 04:06:08,2018-10-02 17:39:57,Closed
757,,,2018-09-17 17:22:18,2018-09-18 21:37:39,Closed
766,,,2018-09-18 00:21:38,2018-09-18 01:21:47,Closed
771,,,2018-09-18 16:52:02,2018-09-19 19:21:05,Closed
776,,,2018-09-18 22:55:34,2018-09-26 01:47:01,Closed
777,,,2018-09-18 23:06:18,2018-09-26 23:23:30,Closed
778,,,2018-09-18 23:16:01,2018-10-03 20:58:57,Closed
779,,,2018-09-19 16:44:08,2018-09-26 21:41:53,Closed
780,,,2018-09-19 16:52:56,2018-10-03 20:59:06,Closed
781,,,2018-09-19 17:23:58,2018-09-26 01:51:23,Closed
782,,,2018-09-19 19:21:26,2018-11-15 17:51:44,Closed
783,,,2018-09-19 23:03:19,,Removed
810,,,2018-09-24 17:17:15,2018-09-24 20:27:07,Closed
811,,,2018-09-24 17:19:29,2018-09-24 20:26:47,Closed
919,,,2018-10-01 19:16:56,2018-10-15 17:22:56,Closed
922,,,2018-10-02 19:47:32,2018-10-16 22:28:43,Closed
923,,,2018-10-02 19:47:54,2018-10-05 02:05:28,Closed
924,,,2018-10-02 19:48:18,2018-10-05 01:19:52,Closed
925,,,2018-10-02 19:48:43,2018-10-11 01:41:04,Closed
926,,,2018-10-02 19:49:07,2018-10-05 01:20:25,Closed
928,,,2018-10-02 19:51:54,2018-11-01 16:23:57,Closed
929,,,2018-10-02 19:52:29,2018-12-10 22:37:49,Closed
931,,,2018-10-02 20:32:19,2018-11-27 17:37:48,Closed
940,,,2018-10-04 20:34:16,2018-11-08 18:08:22,Closed
942,,,2018-10-04 20:35:35,2018-10-12 01:19:50,Closed
943,,,2018-10-04 20:35:49,2018-11-08 18:08:26,Closed
946,,,2018-10-04 20:36:53,2018-11-08 18:08:31,Closed
951,,,2018-10-05 01:02:53,2018-10-26 16:40:58,Closed
952,,,2018-10-05 01:03:14,2018-11-01 22:49:37,Closed
953,,,2018-10-05 01:03:39,2018-11-14 16:54:54,Closed
954,,,2018-10-05 18:39:02,2018-10-08 19:27:43,Closed
955,,,2018-10-05 19:49:46,2018-10-08 20:02:06,Closed
957,,,2018-10-05 23:47:25,2018-10-26 21:32:53,Closed
958,,,2018-10-05 23:47:33,2018-10-26 21:32:54,Closed
959,,,2018-10-05 23:47:41,2018-10-26 21:32:57,Closed
960,,,2018-10-05 23:47:45,2018-10-16 20:27:06,Closed
961,,,2018-10-05 23:48:01,2018-10-26 21:33:18,Closed
962,,,2018-10-05 23:48:17,2018-10-09 01:38:50,Closed
963,,,2018-10-05 23:48:35,2018-10-26 21:33:14,Closed
964,,,2018-10-05 23:49:30,2019-01-05 00:40:28,Closed
966,,,2018-10-06 01:08:01,2018-10-06 01:08:06,Closed
967,,,2018-10-06 01:08:19,2018-10-11 21:14:07,Closed
968,,,2018-10-06 01:17:36,2022-04-15 22:29:55,Closed
973,,,2018-10-08 16:06:39,2018-10-19 16:57:26,Closed
974,,,2018-10-08 16:06:51,2018-11-13 22:36:42,Closed
975,,,2018-10-08 16:07:05,2018-11-27 17:37:45,Closed
977,,,2018-10-08 16:09:24,2018-11-27 17:37:38,Closed
978,,,2018-10-08 16:09:54,2018-11-13 22:36:39,Closed
980,,,2018-10-08 16:11:18,2018-11-08 02:27:42,Closed
981,,,2018-10-08 16:11:45,2018-11-28 02:43:10,Closed
983,,,2018-10-08 16:12:47,2018-11-27 17:37:34,Closed
984,,,2018-10-08 16:13:42,2018-11-13 22:36:34,Closed
986,,,2018-10-08 16:14:40,2018-11-27 17:38:28,Closed
988,,,2018-10-08 16:17:39,2018-11-27 17:36:52,Closed
990,,,2018-10-08 16:19:31,2018-11-13 00:51:15,Closed
991,,,2018-10-08 16:21:03,2018-11-08 18:06:33,Closed
994,,,2018-10-08 16:23:47,2018-11-27 17:37:15,Closed
996,,,2018-10-08 16:25:39,2019-01-29 18:57:57,Closed
998,,,2018-10-08 16:26:50,2018-10-26 21:31:49,Closed
1000,,,2018-10-08 16:43:18,2018-10-29 23:01:23,Closed
1001,,,2018-10-08 16:43:50,2018-10-29 17:53:24,Closed
1002,,,2018-10-08 16:44:37,2018-10-26 21:31:43,Closed
1003,,,2018-10-08 16:45:38,2018-10-29 21:06:06,Closed
1006,,,2018-10-08 17:57:14,2018-10-19 02:36:41,Closed
1007,,,2018-10-08 17:57:36,2018-11-07 20:39:14,Closed
1008,,,2018-10-08 17:58:15,,New
1009,,,2018-10-08 17:58:28,,New
1010,,,2018-10-08 21:53:20,2018-10-18 17:08:03,Closed
1011,,,2018-10-08 22:11:03,2019-01-05 02:33:01,Closed
1039,,,2018-10-16 00:34:42,2018-10-18 17:08:37,Closed
1040,,,2018-10-16 00:35:18,2018-10-23 17:16:43,Closed
1045,,,2018-10-16 18:18:02,2018-10-22 18:12:54,Closed
1046,,,2018-10-16 18:33:18,2018-11-16 00:08:24,Closed
1048,,,2018-10-16 18:39:09,2018-10-17 19:21:25,Closed
1051,,,2018-10-17 01:25:04,2018-11-16 23:14:19,Closed
1058,,,2018-10-19 01:36:46,2018-10-22 18:12:43,Closed
1068,,,2018-10-24 00:09:38,2018-11-27 17:38:34,Closed
1069,,,2018-10-24 00:11:07,2018-11-16 18:14:54,Closed
1070,,,2018-10-24 00:12:04,2018-11-16 18:14:57,Closed
1116,,,2018-10-29 17:50:33,2018-11-27 17:37:20,Closed
1117,,,2018-10-29 17:50:56,2018-11-19 18:23:27,Closed
1118,,,2018-10-29 17:51:11,2018-12-10 22:39:25,Closed
1119,,,2018-10-29 17:51:30,2018-11-16 19:40:08,Closed
1120,,,2018-10-29 17:54:21,2018-11-15 17:50:38,Closed
1124,,,2018-10-29 19:53:15,2019-01-14 18:06:51,Closed
1125,,,2018-10-29 19:55:11,2019-01-14 17:23:27,Closed
1126,,,2018-10-29 19:55:31,2018-12-10 22:43:46,Closed
1127,,,2018-10-29 19:55:47,2018-12-10 22:36:36,Closed
1128,,,2018-10-29 19:55:56,2018-12-10 22:36:39,Closed
1129,,,2018-10-29 19:56:10,2018-11-21 19:44:36,Closed
1130,,,2018-10-29 19:56:28,2018-11-21 19:44:30,Closed
1131,,,2018-10-29 19:56:39,2018-12-10 22:36:31,Closed
1132,,,2018-10-29 19:56:58,2018-12-10 22:43:53,Closed
1133,,,2018-10-29 19:57:06,2018-12-10 22:36:42,Closed
1134,,,2018-10-29 19:57:23,2018-12-10 22:37:20,Closed
1135,,,2018-10-29 19:57:35,2018-11-19 18:23:24,Closed
1136,,,2018-10-29 19:57:51,2019-01-02 16:51:13,Closed
1137,,,2018-10-29 19:58:13,2019-01-04 16:59:41,Closed
1138,,,2018-10-29 19:58:28,2019-01-14 17:23:39,Closed
1139,,,2018-10-29 19:58:36,2019-01-14 17:23:42,Closed
1140,,,2018-10-29 19:58:54,2019-01-04 16:57:58,Closed
1141,,,2018-10-29 19:59:16,2019-01-03 19:40:08,Closed
1142,,,2018-10-29 19:59:32,2019-01-14 17:23:47,Closed
1144,,,2018-10-29 20:05:23,2018-12-10 22:36:00,Closed
1145,,,2018-10-29 20:29:53,2018-11-01 16:25:05,Closed
1146,,,2018-10-29 20:32:07,2018-11-16 18:15:14,Closed
1147,,,2018-10-29 20:39:45,2018-11-13 18:48:52,Closed
